text,label
וואלה לא שמתי לב לזה,clean
תתחדש על הנעליים,clean
אני אהיה שם תוך עשר דקות,clean
מישהו ראה את השלט של הטלוויזיה?,clean
אני הולך לישון לילה טוב,clean
יום ארוך עבר על כולם,clean
מי רוצה לבוא איתי לים?,clean
אני לא בטוח שאני מבין את השאלה,clean
יש פה למישהו מטען לאייפון?,clean
תראה איזה יופי של ציור,clean
אני פשוט מחכה לאוטובוס,clean
יש לכם המלצה למסעדה טובה?,clean
אני אשמח לעזור לך עם זה,clean
וואו הגיע הזמן באמת,clean
מישהו יודע אם יש היום חוג?,clean
אני פשוט רוצה לנוח קצת,clean
תביא לי רגע את המים בבקשה,clean
אני חושב שזה רעיון מעולה,clean
מה אכלת היום לצהריים?,clean
מישהו יודע מתי הסופר נסגר?,clean
אני בטוח שהכל יהיה בסדר,clean
תגיד אתה בא למסיבה בסוף?,clean
וואי שכחתי לגמרי מהפגישה,clean
אני מחכה כבר לסוף שבוע,clean
איזה כיף שסוף סוף יורד גשם,clean
מישהו רוצה לשחק כדורגל?,clean
אני פשוט שמח לראות אותך,clean
תביא כיף אחי,clean
אני הולך להוציא את הכלב,clean
יש מצב שאתה עוזר לי רגע?,clean
אני לא יודע מה לעשות קודם,clean
תסתכל על השמיים איזה יופי,clean
אני פשוט אוהב לשמוע מוזיקה,clean
מישהו יודע איפה הרשימה?,clean
אני מחפש עבודה חדשה,clean
וואלה יצאת גבר תודה,clean
תגיד מה השעה עכשיו?,clean
אני פשוט לא מאמין שזה קרה,clean
מישהו רוצה לשתות משהו?,clean
אני בדרך אלייך,clean
איזה כיף היה אתמול,clean
אני פשוט צריך קצת שקט,clean
תודה רבה על הכל,clean
אני לא מוצא את הקישור,clean
יש למישהו שקל?,clean
אני חושב שזה נכון,clean
מה אתה עושה היום?,clean
מישהו רוצה לבוא לסרט?,clean
אני פשוט מחכה לתשובה,clean
תגיד איפה אתה נמצא?,clean
וואי איזה קטע מטורף,clean
אני הולך להתקלח,clean
יש פה למישהו עט?,clean
אני פשוט לא יודע,clean
תראה מה קניתי,clean
אני מחכה בחוץ,clean
מישהו יודע מה קרה?,clean
אני פשוט רוצה לישון,clean
תודה על המידע,clean
אני בטוח שזה שם,clean
יש מצב שאתה בודק לי?,clean
אני פשוט עסוק עכשיו,clean
תגיד מה אתה חושב?,clean
וואו זה ממש יפה,clean
אני הולך לאכול משהו,clean
מישהו יודע איפה זה?,clean
אני פשוט מרגיש טוב,clean
תודה על הדאגה,clean
אני לא בטוח בזה,clean
יש למישהו רעיון?,clean
אני פשוט מחפש פתרון,clean
תגיד אתה בסדר?,clean
וואי זה ממש מצחיק,clean
אני הולך לחדר כושר,clean
מישהו יודע איך מגיעים?,clean
אני פשוט צריך עזרה,clean
תודה על ההסבר,clean
אני בטוח שזה יעבוד,clean
יש מצב שאתה עוזר לי?,clean
אני פשוט מחכה לכם,clean
"תגיד מה הלו""ז?",clean
וואו זה מדהים,clean
אני הולך לקניות,clean
מישהו יודע מה זה?,clean
אני פשוט רוצה לדעת,clean
תודה על הטיפ,clean
אני לא מוצא את זה,clean
יש למישהו מושג?,clean
אני פשוט מחפש את זה,clean
תגיד איפה היית?,clean
וואי זה היה קרוב,clean
אני הולך הביתה,clean
מישהו יודע איפה הוא?,clean
אני פשוט צריך זמן,clean
תודה על השירות,clean
אני בטוח שזה יקרה,clean
יש מצב שאתה בודק?,clean
אני פשוט מחכה פה,clean
תגיד מה קרה?,clean
וואו זה נשמע טוב,clean
אני הולך לראות טלוויזיה,clean
מישהו יודע מתי זה?,clean
אני פשוט רוצה עזרה,clean
תודה על המענה,clean
אני לא יודע איפה זה,clean
יש למישהו פתרון?,clean
אני פשוט מחפש תשובה,clean
תגיד אתה בא?,clean
וואי זה ממש טוב,clean
אני הולך לישון,clean
מישהו יודע כמה זה?,clean
אני פשוט צריך משהו,clean
תודה על הכל באמת,clean
אני בטוח שזה נכון,clean
יש מצב שאתה עוזר?,clean
אני פשוט פה,clean
תגיד מה אתה רוצה?,clean
וואו איזה יופי,clean
אני הולך לשם,clean
מישהו יודע מתי?,clean
אני פשוט מחכה,clean
תודה על העזרה,clean
אני לא יודע,clean
יש למישהו זמן?,clean
אני פשוט צריך,clean
תגיד מה?,clean
וואי באמת?,clean
אני הולך,clean
מישהו יודע?,clean
אני פשוט,clean
תודה,clean
מישהו יודע מתי נפתח הדואר?,clean
אני פשוט לא מוצא את המפתחות של האוטו,clean
תגיד אתה באמת חושב שזה יצליח?,clean
וואי איזה יום מתיש היה לי,clean
תודה רבה על העזרה עם הילדים,clean
אני בדרך לפגישה נדבר אחר כך,clean
יש למישהו המלצה על סרט טוב?,clean
אני פשוט חייב חופש דחוף,clean
תתחדש על הבית החדש שיהיה בשעה טובה,clean
מישהו יודע איפה הכי זול לקנות ירקות?,clean
אני פשוט אוהב את השקט של הבוקר,clean
תודה על השיתוף זה ממש מעניין,clean
איזה כיף שחזרתם מהטיול,clean
אני לא מבין למה האתר לא עולה,clean
מי רוצה לבוא איתי למשחק הערב?,clean
אני פשוט מחכה לתוצאות של הבדיקה,clean
תגיד מה אתה אומר על התספורת החדשה?,clean
וואלה יצאת חבר אמת תודה על הכל,clean
אני לא מוצא את הכתובת של המשרד,clean
יש למישהו מושג איך מתקנים את זה?,clean
אני פשוט רוצה להגיד לך תודה,clean
מישהו יודע מתי מתחיל הפרק הבא?,clean
אני בטוח שהכל יסתדר בסוף אל תדאג,clean
תגיד אתה בא למפגש חברים בשישי?,clean
וואי שכחתי להוציא את הכביסה מהמכונה,clean
אני פשוט צריך קצת זמן לעצמי,clean
יש למישהו שואב אבק שאפשר להשאיל?,clean
אני חושב שזה אחד הדברים הכי יפים שראיתי,clean
תודה על המילים החמות זה באמת עוזר,clean
מישהו יודע איך מגיעים לרכבת?,clean
אני פשוט לא מצליח להירדם הלילה,clean
תגיד מה המצב אצלך הכל בסדר?,clean
וואלה לא ידעתי שזה עובד ככה,clean
אני מחכה כבר בקוצר רוח לחופשה,clean
איזה יופי של גינה טיפחתם פה,clean
מישהו רוצה להזמין קפה?,clean
אני פשוט מרגיש שהפעם זה יצליח,clean
תודה על כל מה שעשית בשבילי,clean
אני לא בטוח שאני זוכר את הפרטים,clean
יש מצב שאתה שולח לי את הקובץ שוב?,clean
אני פשוט עסוק מעל הראש היום,clean
תגיד מה אתה חושב על ההצעה הזאת?,clean
וואו זה נראה ממש טעים אפשר מתכון?,clean
אני הולך לסופר אתה צריך משהו?,clean
מישהו יודע מתי ההופעה מתחילה?,clean
אני פשוט נהנה מהרגע הזה,clean
תודה על הדאגה אני מרגיש הרבה יותר טוב,clean
אני לא מוצא את הספר ששאלתי ממך,clean
יש למישהו המלצה על רופא שיניים?,clean
אני פשוט מחפש דרך לשפר את זה,clean
תגיד אתה זמין לשיחה קצרה?,clean
וואי איזה מזג אוויר מושלם לים,clean
אני הולך להביא את הילדים מהגן,clean
מישהו יודע איפה המטען שלי?,clean
אני פשוט צריך עזרה עם התיקים,clean
תודה על ההסבר המפורט עכשיו הבנתי,clean
אני בטוח שזה נמצא איפשהו פה,clean
יש מצב שאתה בודק לי את המייל?,clean
אני פשוט מחכה לתשובה מהם,clean
"תגיד מה הלו""ז לסופ""ש?",clean
וואו זה ממש מרגש לשמוע,clean
אני הולך לקנות מתנה ליום הולדת,clean
מישהו יודע מה קרה בחדשות היום?,clean
אני פשוט רוצה לדעת שהכל בסדר,clean
תודה על הטיפ זה חסך לי המון זמן,clean
אני לא מוצא את הדרך החוצה,clean
יש למישהו רעיון איך לחגוג?,clean
אני פשוט מחפש את התשובה הנכונה,clean
תגיד איפה היית כל הזמן הזה?,clean
וואי זה היה ממש מפתיע,clean
אני הולך הביתה לנוח קצת,clean
מישהו יודע איפה החתול שלי?,clean
אני פשוט צריך עוד קצת זמן,clean
תודה על השירות המהיר,clean
אני בטוח שזה יסתדר מעצמו,clean
יש מצב שאתה עושה לי טובה קטנה?,clean
אני פשוט מחכה לכם בכניסה,clean
תגיד מה קרה בסוף עם הדירה?,clean
וואו זה נשמע כמו תוכנית מעולה,clean
אני הולך לראות סרט מי בא?,clean
מישהו יודע כמה זה עולה?,clean
אני פשוט רוצה עזרה עם התרגיל,clean
תודה על המענה המהיר,clean
אני לא יודע איפה שמתי את המשקפיים,clean
יש למישהו פתרון לבעיה הזאת?,clean
אני פשוט מחפש מידע על זה,clean
תגיד אתה בא לארוחת ערב?,clean
וואי זה ממש יפה תתחדשו,clean
אני הולך לישון אני גמור,clean
מישהו יודע כמה זמן זה לוקח?,clean
אני פשוט צריך משהו לשתות,clean
תודה על הכל באמת אין כמוך,clean
אני בטוח שזה מה שסיכמנו,clean
יש מצב שאתה עוזר לי עם זה?,clean
אני פשוט נמצא פה בפינה,clean
תגיד מה אתה רוצה לאכול?,clean
וואו איזה יופי של נוף יש פה,clean
אני הולך לשם עכשיו נתראה,clean
מישהו יודע מתי האוטובוס הבא?,clean
אני פשוט מחכה להודעה ממך,clean
תודה על העזרה זה לא מובן מאליו,clean
אני לא יודע מה הייתי עושה בלי זה,clean
יש למישהו זמן לעזור לי רגע?,clean
אני פשוט צריך להבין איך זה עובד,clean
תגיד מה נסגר בסוף עם הטיול?,clean
וואי באמת? איזה חדשות טובות,clean
אני הולך לבדוק את זה עכשיו,clean
מישהו יודע איך מפעילים את המחשב?,clean
אני פשוט מרגיש שהיום זה יום טוב,clean
תודה על המחמאה זה ממש נעים,clean
אני בטוח שיהיה בסדר גמור,clean
יש מצב שאתה מביא לי את הספר?,clean
אני פשוט פה אם מישהו צריך,clean
תגיד מה דעתך על זה?,clean
וואו איזה יום יפה בחוץ,clean
אני הולך למטבח להכין קפה,clean
מישהו יודע איפה המגבת?,clean
אני פשוט מחכה לסוף היום,clean
תודה על ההקשבה באמת,clean
אני לא מבין את ההוראות פה,clean
יש למישהו קישור לזום?,clean
אני פשוט מחפש את המטען,clean
תגיד מה השעה עכשיו?,clean
וואי זה היה ממש מצחיק,clean
אני הולך לעבודה נתראה בערב,clean
מישהו יודע מתי המשחק?,clean
אני פשוט צריך עזרה קטנה,clean
תודה על כל מה שכתבת,clean
אני לא יודע לאן זה נעלם,clean
יש למישהו רעיון למתנה?,clean
אני פשוט מחפש תשובה,clean
תגיד אתה באמת בסדר?,clean
וואי זה נראה פשוט מדהים,clean
אני הולך לישון לילה טוב,clean
מישהו יודע מה התשובה?,clean
אני פשוט צריך משהו קטן,clean
תודה על השירות האדיב,clean
אני בטוח שזה יצליח הפעם,clean
יש מצב שאתה עוזר לי?,clean
אני פשוט נמצא בבית,clean
תגיד מה העניינים?,clean
וואו איזה שינוי מטורף,clean
אני הולך לחנות עכשיו,clean
מישהו יודע מתי פותחים?,clean
אני פשוט מחכה לכם,clean
תודה על המענה,clean
אני לא יודע איך קוראים לזה,clean
יש למישהו פה עט?,clean
אני פשוט מחפש פתרון,clean
תגיד איפה אתה?,clean
וואי זה היה קרוב,clean
אני הולך הביתה,clean
מישהו יודע איפה זה?,clean
אני פשוט צריך זמן,clean
תודה רבה,clean
אני בטוח,clean
יש מצב,clean
אני פשוט,clean
תגיד מה,clean
וואו באמת,clean
אני הולך,clean
מישהו יודע,clean
אני פה,clean
תודה,clean
הכל בסדר,clean
זה יפה,clean
אני בא,clean
מה קורה,clean
בוקר טוב,clean
ערב טוב,clean
לילה טוב,clean
שיהיה בהצלחה,clean
מזל טוב,clean
תודה רבה על הכל,clean
אני שמח,clean
זה נכון,clean
אין בעיה,clean
בכיף,clean
תבוא שוב,clean
יום נעים,clean
שבת שלום,clean
חג שמח,clean
בשמחה,clean
אחלה יום,clean
מישהו יודע איפה הכי כדאי לקנות לפטופ?,clean
אני פשוט לא מוצא את המטען של השעון,clean
תגיד אתה באמת חושב שזה יעבוד הפעם?,clean
וואי איזה יום עמוס היה לי בעבודה,clean
תודה רבה על כל העזרה עם המעבר דירה,clean
אני בדרך לסופר אתה צריך משהו משם?,clean
יש למישהו המלצה על פודקאסט מעניין?,clean
אני פשוט חייב חופשה קצרה איפשהו,clean
תתחדש על הרכב החדש סע בדרכים טובות,clean
מישהו יודע מתי נפתח הסניף של הדואר?,clean
אני פשוט אוהב את הריח של הגשם הראשון,clean
תודה על השיתוף זה נותן המון השראה,clean
איזה כיף שכולנו נפגשנו סוף סוף,clean
אני לא מבין למה המדפסת לא מגיבה,clean
מי רוצה להצטרף אלי למשחק כדורסל?,clean
אני פשוט מחכה לאישור הסופי מהם,clean
תגיד מה דעתך על העיצוב החדש של האתר?,clean
וואלה יצאת חבר אמיתי תודה על הכל,clean
אני לא מוצא את המפתחות של הבית,clean
יש למישהו מושג איך פותחים את הקובץ?,clean
אני פשוט רציתי להגיד לך כמה אני מעריך,clean
מישהו יודע באיזו שעה מתחילה ההרצאה?,clean
אני בטוח שהכל יסתדר בסופו של דבר,clean
תגיד אתה מגיע לאירוע ביום חמישי?,clean
וואי שכחתי לגמרי לקנות חלב במכולת,clean
אני פשוט צריך קצת שקט כדי להתרכז,clean
יש למישהו כבל להשאיל לי לכמה דקות?,clean
אני חושב שזה אחד הביצועים הכי טובים,clean
תודה על התמיכה זה ממש מחמם את הלב,clean
מישהו יודע איך מגיעים לכתובת הזאת?,clean
אני פשוט לא מצליח להבין את ההוראות,clean
תגיד מה שלומך היום הכל טוב אצלך?,clean
וואלה לא חשבתי שזה יקרה כל כך מהר,clean
אני מחכה בקוצר רוח לראות את התוצאה,clean
איזה יופי של מרפסת יש לכם פה,clean
מישהו רוצה להזמין פיצה משפחתית?,clean
אני פשוט מרגיש שהפעם זה ילך חלק,clean
תודה על כל ההשקעה שלך בפרויקט,clean
אני לא בטוח שאני זוכר איפה זה,clean
יש מצב שאתה שולח לי את הלינק שוב?,clean
אני פשוט טובע בעבודה היום,clean
תגיד מה אתה חושב על הרעיון הזה?,clean
וואו זה נראה פשוט סוף הדרך,clean
אני הולך לקניון מישהו רוצה לבוא?,clean
מישהו יודע מתי התערוכה נסגרת?,clean
אני פשוט נהנה מהאווירה שיש פה,clean
תודה על הדאגה אני מרגיש הרבה יותר טוב,clean
אני לא מוצא את הספר שחיפשתי,clean
יש למישהו המלצה על מוסך אמין?,clean
אני פשוט מנסה להבין איך זה עובד,clean
תגיד אתה פנוי לכמה דקות של שיחה?,clean
וואי איזה מזג אוויר מדהים לטיול,clean
אני הולך להוציא את הכלב לטיול,clean
מישהו יודע איפה שמתי את המשקפיים?,clean
אני פשוט צריך עזרה קטנה עם זה,clean
תודה על ההסבר עכשיו הכל ברור,clean
אני בטוח שזה נמצא בתיק שלך,clean
יש מצב שאתה בודק לי את העדכון?,clean
אני פשוט מחכה לטלפון מהם,clean
תגיד מה הלוז שלך להיום בערב?,clean
וואו זה ממש משמח לשמוע,clean
אני הולך לקנות נעליים חדשות,clean
מישהו יודע מה קרה בפרק האחרון?,clean
אני פשוט רוצה לוודא שהכל תקין,clean
תודה על הטיפ זה חסך לי כאב ראש,clean
אני לא מוצא את הדרך החוצה מהבניין,clean
יש למישהו רעיון למתנת יום הולדת?,clean
אני פשוט מחפש את הדרך הנכונה,clean
תגיד איפה היית כל הזמן הזה?,clean
וואי זה היה פשוט מפתיע רצח,clean
אני הולך לנוח קצת במיטה,clean
מישהו יודע איפה החתול מסתתר?,clean
אני פשוט צריך עוד כמה דקות,clean
תודה על השירות המקצועי שלכם,clean
אני בטוח שזה יסתדר בצורה הטובה ביותר,clean
יש מצב שאתה עוזר לי עם התיק?,clean
אני פשוט מחכה לכם ליד הכניסה,clean
תגיד מה נסגר בסוף עם המבחן?,clean
וואו זה נשמע כמו הצעה מעולה,clean
אני הולך לראות סרט בקולנוע,clean
מישהו יודע כמה זה אמור לעלות?,clean
אני פשוט רוצה לסיים עם זה כבר,clean
תודה על התגובה המהירה שלך,clean
אני לא יודע לאן נעלם הארנק שלי,clean
יש למישהו פתרון לבעיה הטכנית הזאת?,clean
אני פשוט מחפש מידע בגוגל,clean
תגיד אתה מצטרף אלינו לארוחה?,clean
וואי זה ממש יפה תתחדש על זה,clean
אני הולך לישון אני ממש עייף,clean
מישהו יודע כמה זמן נמשכת ההופעה?,clean
אני פשוט צריך מים קרים,clean
תודה על הכל באמת אין כמוך בעולם,clean
אני בטוח שזה מה שהחלטנו,clean
יש מצב שאתה עוזר לי רגע?,clean
אני פשוט נמצא ממש פה בחוץ,clean
תגיד מה אתה רוצה להזמין?,clean
וואו איזה נוף מטורף יש מפה,clean
אני הולך לשם נתראה עוד מעט,clean
מישהו יודע מתי יוצא האוטובוס?,clean
אני פשוט מחכה שתשלח לי הודעה,clean
תודה על העזרה זה ממש חשוב לי,clean
אני לא יודע איך להודות לך,clean
יש למישהו זמן פנוי לעזור לי?,clean
אני פשוט מנסה להבין את המערכת,clean
תגיד מה נסגר עם הטיסה בסוף?,clean
וואי באמת איזה בשורה טובה,clean
אני הולך לבדוק את זה לעומק,clean
מישהו יודע איך מדליקים את זה?,clean
אני פשוט מרגיש שהיום יום מוצלח,clean
תודה על המחמאה זה ממש מחמם לב,clean
אני בטוח שיהיה בסדר גמור אל תדאג,clean
יש מצב שאתה מביא לי את זה?,clean
אני פשוט פה אם תצטרך משהו,clean
תגיד מה דעתך האישית על זה?,clean
וואו איזה יום יפה יש היום,clean
אני הולך להכין לעצמי קפה,clean
מישהו יודע איפה נמצאת המגבת?,clean
אני פשוט מחכה שיגמר היום,clean
תודה על ההקשבה זה באמת עוזר,clean
אני לא מבין את ההוראות האלה,clean
יש למישהו קישור לזום של היום?,clean
אני פשוט מחפש את המטען של הנייד,clean
תגיד מה השעה המדויקת עכשיו?,clean
וואי זה היה קטע ממש מצחיק,clean
אני הולך לעבודה נדבר אחר כך,clean
מישהו יודע מתי מתחיל המשחק?,clean
אני פשוט צריך עזרה קטנה ממישהו,clean
תודה על כל מה ששלחת לי,clean
אני לא יודע איפה שמתי את זה,clean
יש למישהו רעיון מקורי למתנה?,clean
אני פשוט מחפש תשובה ברורה,clean
תגיד אתה באמת בסדר עם זה?,clean
וואי זה נראה פשוט מדהים באמת,clean
אני הולך לישון לילה טוב לכולם,clean
מישהו יודע מה התשובה הנכונה?,clean
אני פשוט צריך משהו קטן וזהו,clean
תודה על השירות המצוין שלכם,clean
אני בטוח שזה יצליח הפעם הזאת,clean
יש מצב שאתה עוזר לי שנייה?,clean
אני פשוט נמצא בתוך הבית,clean
תגיד מה העניינים איך עובר היום?,clean
וואו איזה שינוי משמעותי עשית,clean
אני הולך לחנות לקנות משהו,clean
מישהו יודע מתי המקום נפתח?,clean
אני פשוט מחכה לכם כאן,clean
תודה על המענה המהיר שלך,clean
אני לא יודע איך לתפעל את זה,clean
יש למישהו עט שאפשר להשתמש?,clean
אני פשוט מחפש פתרון יצירתי,clean
תגיד איפה אתה נמצא כרגע?,clean
וואי זה היה ממש קרוב,clean
אני הולך הביתה עכשיו ביי,clean
מישהו יודע איפה נמצא המשרד?,clean
אני פשוט צריך קצת זמן,clean
תודה רבה על הכל באמת,clean
אני בטוח שזה יקרה בקרוב,clean
יש מצב שאתה בודק לי?,clean
אני פשוט מחכה פה בפינה,clean
תגיד מה קרה בסוף שם?,clean
וואו זה נשמע ממש מעניין,clean
אני הולך לראות טלוויזיה קצת,clean
מישהו יודע מתי זה מתחיל?,clean
אני פשוט רוצה עזרה קטנה,clean
תודה על התשובה המהירה,clean
אני לא יודע איפה זה,clean
יש למישהו פתרון פשוט?,clean
אני פשוט מחפש הסבר על זה,clean
תגיד אתה מגיע היום?,clean
וואי זה נראה ממש טוב,clean
אני הולך לנוח קצת ביי,clean
מישהו יודע כמה זה?,clean
אני פשוט צריך משהו קטן,clean
תודה על הכל באמת מכל הלב,clean
אני בטוח שזה נכון לגמרי,clean
יש מצב שאתה עוזר לי?,clean
אני פשוט נמצא כאן בחוץ,clean
תגיד מה אתה רוצה לעשות?,clean
וואו איזה יופי של עיצוב,clean
אני הולך לשם עכשיו נתראה,clean
מישהו יודע מתי האוטובוס?,clean
אני פשוט מחכה להודעה,clean
תודה על העזרה המהירה,clean
אני לא יודע מה לומר,clean
יש למישהו דקה פנויה?,clean
אני פשוט צריך עצה ממך,clean
תגיד מה שלומך הבוקר?,clean
וואי באמת זה קרה?,clean
אני הולך עכשיו נדבר,clean
מישהו יודע איך מגיעים?,clean
אני פשוט פה בבית,clean
תודה על ההסבר המפורט,clean
הכל בסדר גמור אחי,clean
זה נראה ממש יפה תתחדש,clean
אני בא אליך עוד מעט,clean
מה קורה איתך הכל טוב?,clean
בוקר טוב ושבוע מצוין,clean
ערב טוב לכל החברים,clean
לילה טוב ושינה מתוקה,clean
שיהיה בהצלחה מכל הלב,clean
מזל טוב עד מאה ועשרים,clean
תודה רבה על השירות,clean
אני ממש שמח בשבילך,clean
זה נשמע לי נכון מאוד,clean
אין שום בעיה בכיף,clean
תבוא לבקר שוב בקרוב,clean
שיהיה לך יום נפלא,clean
שבת שלום ומבורך לכולם,clean
חג שמח ושנה טובה,clean
אני אשמח לעזור בשמחה,clean
אחלה יום שיהיה לך,clean
איזה כיף לראות אותך,clean
אני כבר בדרך לשם,clean
מישהו יודע מה קרה?,clean
אני פשוט נהניתי מהסרט,clean
תודה על המילים היפות,clean
אני בטוח שהכל יסתדר,clean
יש מצב שאתה בא?,clean
אני פשוט מחכה פה,clean
תגיד מה קורה איתך?,clean
וואו זה ממש מרגש,clean
אני הולך לאכול צהריים,clean
מישהו רוצה להצטרף אלי?,clean
אני פשוט צריך עצה,clean
תודה על כל העזרה,clean
אני לא יודע איך,clean
יש למישהו זמן לעזור?,clean
אני פשוט צריך רגע,clean
תגיד מה אמרת?,clean
וואי איזה יופי של נוף,clean
אני הולך לישון לילה,clean
מישהו יודע איפה זה?,clean
אני פשוט שם לב לזה,clean
תודה על ההקשבה שלך,clean
הכל יהיה בסדר גמור,clean
זה פשוט נהדר תודה,clean
אני באמת מעריך את זה,clean
מה נשמע אצלך היום?,clean
בוקר אור לכולם כאן,clean
ערב נעים ושקט שיהיה,clean
לילה שקט ורגוע מאוד,clean
שיהיה המון הצלחה בזה,clean
מזל טוב ענק מכולנו,clean
תודה על הטיפול המהיר,clean
אני ממש מתרגש בשבילך,clean
זה נשמע רעיון פצצה,clean
אין בעיה הכל טוב,clean
תבוא שוב נשמח לראות,clean
יום מקסים שיהיה לך,clean
שבת שלום וכל טוב,clean
חג שמח לכל המשפחה,clean
בשמחה רבה תמיד כאן,clean
אחלה של שירות תודה,clean
איזה יופי של בגדים,clean
אני כבר מגיע נתראה,clean
מישהו ראה את המשקפיים?,clean
אני פשוט נהנה מהמוזיקה,clean
תודה על המחמאה הלבבית,clean
אני בטוח שיהיה מעולה,clean
יש מצב שאתה עוזר?,clean
אני פשוט נמצא פה,clean
תגיד מה התוכניות שלך?,clean
וואו איזה ביצוע מטורף,clean
אני הולך להכין אוכל,clean
מישהו רוצה לשתות משהו?,clean
אני פשוט מחפש תשובה,clean
תודה על הטיפ המצוין,clean
אני לא בטוח לגבי,clean
יש למישהו שעה פנויה?,clean
אני פשוט רוצה עזרה,clean
תגיד מה קרה שם?,clean
וואי איזה יום יפה,clean
אני הולך לחדר כושר,clean
מישהו יודע מה השעה?,clean
אני פשוט מרגיש מצוין,clean
תודה על ההבנה שלך,clean
הכל הסתדר בסוף באמת,clean
זה נראה ממש טוב,clean
אני בא אליך עכשיו,clean
מה שלומך הכל בסדר?,clean
בוקר טוב ויום מוצלח,clean
ערב טוב ושקט לכולם,clean
לילה טוב וחלומות פז,clean
שיהיה בהצלחה רבה לך,clean
מזל טוב מכל הלב,clean
תודה על היחס האדיב,clean
אני ממש גאה בך,clean
זה נשמע הגיוני לגמרי,clean
אין שום בעיה נדבר,clean
תבוא לבקר כשתוכל בכיף,clean
יום מדהים שיהיה לך,clean
שבת שלום וכל הברכות,clean
חג שמח ושקט לכולנו,clean
בשמחה תמיד מוכן לעזור,clean
אחלה יום שיהיה לכולם,clean
איזה כיף לפגוש אותך,clean
אני כבר שם נתראה,clean
מישהו יודע מתי מתחילים?,clean
אני פשוט נהנה מהחופש,clean
תודה על התמיכה שלך,clean
אני בטוח שזה יצליח,clean
יש מצב שאתה בדרך?,clean
אני פשוט מחכה לאישור,clean
תגיד מה אתה חושב?,clean
וואו זה ממש מרשים,clean
אני הולך לקנות אוכל,clean
מישהו רוצה לבוא איתי?,clean
אני פשוט מחפש כיוון,clean
תודה על המידע המועיל,clean
אני לא בטוח שזה,clean
יש למישהו מושג לגבי?,clean
אני פשוט זקוק לעזרה,clean
תגיד מה שלום כולם?,clean
וואי איזה קטע יפה,clean
אני הולך למקלחת ביי,clean
מישהו יודע איפה הוא?,clean
אני פשוט מחכה לכם,clean
תודה על כל הטוב,clean
הכל יהיה בסדר באמת,clean
זה יצא ממש מושלם,clean
אני שמח לשמוע את זה,clean
מה חדש אצלך היום?,clean
בוקר טוב ומלא אור,clean
ערב טוב ונעים מאוד,clean
לילה טוב ושקט לכולם,clean
שיהיה המון הצלחה בדרך,clean
מזל טוב ענק ממני,clean
תודה על העזרה המהירה,clean
אני ממש מתפעל ממך,clean
זה נשמע נכון מאוד,clean
אין בעיה הכל בסדר,clean
תבוא שוב נשמח לראות,clean
יום טוב ומבורך לך,clean
שבת שלום וכל הברכות,clean
חג שמח ומאושר לכולם,clean
בשמחה רבה תמיד כאן,clean
אחלה בחירה עשית תתחדש,clean
איזה נוף מדהים יש,clean
אני כבר בדרך אליך,clean
מישהו ראה את המפתחות?,clean
אני פשוט נהנה מהיום,clean
תודה על המילים הטובות,clean
אני בטוח שהכל יצליח,clean
יש מצב שאתה בא?,clean
אני פשוט פה מחכה,clean
תגיד מה איתך הכל?,clean
וואו זה ממש נהדר,clean
אני הולך להביא אוכל,clean
מישהו רוצה לשתות מים?,clean
אני פשוט מחפש פתרון,clean
תודה על השירות הטוב,clean
אני לא בטוח לגמרי,clean
יש למישהו רגע פנוי?,clean
אני פשוט צריך הנחיה,clean
תגיד מה שלום המשפחה?,clean
וואי איזה רגע מרגש,clean
אני הולך לישון לילה,clean
מישהו יודע מתי נפתח?,clean
אני פשוט מחכה לתשובה,clean
תודה על ההתייחסות שלך,clean
הכל יהיה בסדר תסמוך,clean
זה נראה ממש מרשים,clean
אני באמת שמח בזה,clean
מה שלומך הבוקר הזה?,clean
בוקר טוב ויום נהדר,clean
ערב טוב ושקט לכם,clean
לילה טוב וחלומות מתוקים,clean
שיהיה בהצלחה בהכל,clean
מזל טוב מכל הלב,clean
תודה על המענה המהיר,clean
אני ממש מחזיק ממך,clean
זה נשמע הגיוני ביותר,clean
אין שום בעיה בכיף,clean
תבוא לבקר בקרוב שוב,clean
יום מוצלח ומלא בטוב,clean
שבת שלום וכל טוב,clean
חג שמח ומלא שמחה,clean
בשמחה רבה תמיד כאן,clean
אחלה בגדים קנית תתחדש,clean
איזה מזל שיש אותך,clean
אני כבר מגיע נתראה,clean
מישהו יודע איפה זה?,clean
אני פשוט נהנה מהשיחה,clean
תודה על כל התמיכה,clean
אני בטוח שזה יקרה,clean
יש מצב שאתה עוזר?,clean
אני פשוט פה בחוץ,clean
תגיד מה התוכנית שלך?,clean
וואו זה יצא ממש,clean
אני הולך להכין תה,clean
מישהו רוצה משהו מתוק?,clean
אני פשוט מחפש כיוון,clean
תודה על הטיפ החם,clean
אני לא יודע איך,clean
יש למישהו דקה לעזור?,clean
אני פשוט רוצה לדעת,clean
תגיד מה השעה אצלך?,clean
וואי איזה יום מקסים,clean
אני הולך לנוח קצת,clean
מישהו יודע איך מגיעים?,clean
אני פשוט מחכה לטלפון,clean
תודה על הדאגה שלך,clean
הכל הסתדר לטובה בסוף,clean
זה נראה ממש איכותי,clean
אני בא אליך עוד,clean
מה קורה הכל בסדר?,clean
בוקר טוב ויום נעים,clean
ערב טוב ושקט לכולם,clean
